UserId,SessionId,ArticleId_served,Click,Time_Spent
248,248_1,1157,Yes,205
248,248_1,1385,Yes,13
248,248_2,561,Yes,148
248,248_2,1197,Yes,12
248,248_2,273,Yes,39
248,248_2,63,Yes,53
248,248_2,2770,Yes,260
248,248_2,1023,Yes,285
248,248_2,1510,No,0
249,249_1,1481,Yes,192
249,249_1,2365,Yes,208
249,249_1,2,Yes,268
249,249_1,2245,Yes,205
249,249_1,2780,Yes,216
249,249_1,2712,Yes,13
249,249_1,875,No,0
249,249_2,2403,Yes,104
249,249_2,1953,Yes,194
249,249_2,664,Yes,127
249,249_2,407,No,0
249,249_2,2686,No,0
249,249_2,1343,No,0
249,249_2,971,Yes,250
249,249_3,1968,Yes,173
249,249_3,2083,Yes,292
249,249_3,1369,Yes,85
249,249_3,2547,Yes,290
249,249_3,716,Yes,147
249,249_3,489,Yes,106
249,249_3,1170,No,0
249,249_3,1406,No,0
249,249_3,158,Yes,236
249,249_3,92,Yes,24
249,249_4,1768,No,0
249,249_4,2155,Yes,63
249,249_4,1006,Yes,7
249,249_4,1891,Yes,188
249,249_4,1166,Yes,202
249,249_4,2815,No,0
249,249_4,812,Yes,44
249,249_4,737,Yes,215
249,249_4,2496,Yes,295
250,250_1,1773,No,0
250,250_1,196,Yes,109
250,250_1,2805,Yes,216
250,250_1,1433,Yes,245
250,250_2,2711,Yes,165
250,250_2,164,Yes,144
250,250_2,1518,Yes,259
250,250_2,684,Yes,276
250,250_2,820,Yes,198
250,250_2,4,Yes,149
250,250_2,2018,Yes,109
250,250_2,2049,No,0
250,250_2,2525,Yes,111
250,250_2,2428,Yes,39
251,251_1,102,Yes,160
251,251_1,380,Yes,256
251,251_1,1237,Yes,221
252,252_1,532,Yes,156
252,252_1,1507,Yes,134
252,252_1,2389,Yes,246
252,252_1,613,Yes,115
252,252_1,528,Yes,210
252,252_1,2602,Yes,73
252,252_1,522,Yes,189
252,252_2,24,Yes,139
252,252_3,1884,Yes,213
252,252_3,736,Yes,132
252,252_3,1279,Yes,3
252,252_3,1203,Yes,143
252,252_3,237,Yes,246
252,252_3,2566,Yes,92
252,252_3,901,Yes,65
252,252_4,1154,Yes,286
252,252_4,433,Yes,68
252,252_5,1104,Yes,163
253,253_1,39,Yes,85
253,253_1,2466,Yes,36
253,253_1,1799,Yes,46
253,253_1,166,Yes,170
253,253_1,790,Yes,292
253,253_1,1439,No,0
253,253_1,1841,Yes,37
253,253_1,1791,Yes,4
253,253_1,1135,Yes,226
253,253_1,1637,No,0
253,253_2,2144,Yes,298
253,253_2,2083,No,0
253,253_3,2474,No,0
253,253_3,2206,Yes,34
253,253_3,227,Yes,296
253,253_3,576,No,0
253,253_3,2896,No,0
253,253_3,490,Yes,252
253,253_3,2279,No,0
253,253_3,804,Yes,226
253,253_3,389,Yes,231
253,253_3,2266,Yes,87
254,254_1,466,Yes,175
254,254_1,1821,No,0
254,254_1,2266,Yes,239
254,254_1,2496,Yes,180
254,254_1,2726,Yes,285
254,254_1,1856,Yes,124
254,254_1,2797,Yes,296
254,254_1,550,Yes,271
254,254_1,1359,Yes,11
254,254_1,2425,No,0
255,255_1,1972,Yes,47
255,255_1,40,Yes,122
255,255_1,303,Yes,133
255,255_2,594,Yes,211
255,255_3,60,No,0
256,256_1,79,Yes,157
256,256_1,323,Yes,2
256,256_1,1465,Yes,239
256,256_1,2146,Yes,2
256,256_1,2704,Yes,109
256,256_1,2832,Yes,270
256,256_1,1938,Yes,176
256,256_1,529,No,0
256,256_1,2293,Yes,174
256,256_1,2063,Yes,257
257,257_1,1786,Yes,5
257,257_1,810,Yes,281
257,257_1,1079,Yes,57
257,257_1,1123,Yes,160
257,257_1,2855,Yes,50
257,257_1,899,Yes,15
257,257_1,144,Yes,42
257,257_1,1322,No,0
257,257_1,2283,No,0
257,257_2,403,Yes,279
257,257_2,1889,No,0
257,257_2,1240,No,0
257,257_2,554,Yes,180
257,257_2,1111,No,0
257,257_2,966,No,0
257,257_2,899,Yes,35
257,257_2,1013,Yes,65
257,257_2,1804,Yes,110
257,257_3,375,No,0
257,257_3,2177,No,0
257,257_4,2589,No,0
257,257_4,141,No,0
257,257_4,1461,Yes,228
257,257_4,2234,Yes,145
257,257_4,1788,Yes,169
257,257_4,2333,No,0
257,257_4,1657,Yes,130
257,257_4,2143,Yes,209
257,257_4,2136,Yes,106
257,257_4,2354,Yes,237
258,258_1,2526,Yes,293
258,258_1,2209,Yes,229
258,258_1,330,No,0
258,258_2,1186,Yes,220
258,258_2,554,Yes,88
258,258_2,707,Yes,272
258,258_2,1380,Yes,77
258,258_2,1207,Yes,78
258,258_2,508,No,0
258,258_2,2793,No,0
258,258_2,295,Yes,122
258,258_3,1448,No,0
258,258_3,2322,Yes,165
258,258_3,334,Yes,118
258,258_3,1326,Yes,233
258,258_3,2121,Yes,152
258,258_4,906,Yes,13
258,258_4,102,Yes,228
258,258_4,1897,No,0
258,258_4,1127,Yes,107
258,258_4,2507,Yes,279
258,258_4,2365,Yes,37
258,258_5,1619,No,0
258,258_5,984,Yes,61
258,258_5,2205,Yes,233
259,259_1,1019,Yes,250
259,259_1,248,No,0
259,259_1,2027,Yes,36
259,259_1,1419,No,0
259,259_1,1174,Yes,164
259,259_1,2622,Yes,195
259,259_1,1194,Yes,48
259,259_1,1588,Yes,84
259,259_1,697,Yes,4
260,260_1,1406,Yes,181
260,260_1,720,No,0
260,260_1,1123,Yes,112
260,260_2,42,Yes,96
260,260_2,471,Yes,152
260,260_2,1281,Yes,57
260,260_2,2107,Yes,101
260,260_2,86,Yes,142
260,260_2,2703,Yes,203
260,260_2,2817,No,0
260,260_2,157,No,0
260,260_3,1578,No,0
260,260_3,1024,No,0
260,260_3,1461,Yes,219
260,260_3,1722,Yes,251
260,260_3,1828,Yes,262
260,260_3,2843,Yes,295
260,260_3,2353,No,0
260,260_4,157,Yes,190
260,260_4,1156,No,0
260,260_4,2045,Yes,137
260,260_4,2081,Yes,46
260,260_4,2841,Yes,196
260,260_4,1690,No,0
260,260_4,521,No,0
260,260_4,1078,Yes,85
260,260_4,649,Yes,158
260,260_5,1090,No,0
260,260_5,1468,No,0
260,260_5,2167,Yes,220
260,260_5,334,Yes,289
260,260_5,2356,No,0
261,261_1,969,Yes,215
261,261_1,2575,Yes,133
261,261_1,2131,Yes,225
261,261_1,413,No,0
261,261_1,2485,Yes,31
261,261_1,1970,No,0
262,262_1,1897,Yes,122
262,262_1,2158,Yes,29
262,262_1,2322,Yes,267
262,262_1,433,Yes,234
263,263_1,494,Yes,33
263,263_1,1109,Yes,140
263,263_1,2283,Yes,240
263,263_1,1554,Yes,79
263,263_1,26,Yes,268
263,263_1,622,No,0
263,263_1,1915,Yes,233
263,263_1,1484,Yes,123
263,263_1,913,Yes,50
263,263_2,1155,Yes,153
263,263_2,377,Yes,183
263,263_2,2293,Yes,67
263,263_2,204,Yes,298
263,263_2,674,Yes,17
263,263_2,1390,Yes,130
264,264_1,1941,Yes,239
264,264_1,643,No,0
264,264_1,1486,Yes,191
264,264_1,2807,Yes,254
264,264_1,895,Yes,77
264,264_1,1734,Yes,153
264,264_2,319,Yes,283
264,264_2,909,No,0
264,264_2,2550,Yes,150
264,264_2,1037,No,0
264,264_2,816,Yes,38
264,264_2,1259,Yes,83
264,264_2,1677,Yes,141
264,264_2,178,Yes,172
264,264_2,2176,Yes,15
265,265_1,1105,Yes,185
265,265_1,667,Yes,91
265,265_1,2691,No,0
265,265_1,1224,Yes,157
265,265_1,1704,Yes,169
265,265_1,2218,Yes,240
265,265_1,472,Yes,296
265,265_1,424,Yes,207
266,266_1,2764,Yes,233
266,266_1,1963,No,0
266,266_1,1549,Yes,89
266,266_1,540,Yes,237
266,266_1,2804,No,0
266,266_2,1135,Yes,40
266,266_2,1289,Yes,282
266,266_2,2410,Yes,67
266,266_2,1235,Yes,251
266,266_2,182,Yes,46
266,266_2,563,Yes,265
266,266_2,911,Yes,43
266,266_2,705,Yes,144
266,266_2,801,Yes,167
266,266_3,2545,Yes,123
266,266_3,276,Yes,97
266,266_3,2329,Yes,176
266,266_3,1578,Yes,83
266,266_3,1002,Yes,198
266,266_3,934,Yes,199
266,266_3,1797,No,0
266,266_3,2310,Yes,211
266,266_4,1510,Yes,300
266,266_5,518,Yes,181
266,266_5,336,Yes,249
266,266_5,369,Yes,99
266,266_5,919,Yes,233
266,266_5,157,Yes,216
266,266_5,2872,Yes,51
266,266_5,1297,Yes,85
266,266_5,1387,Yes,185
266,266_5,2296,Yes,62
266,266_5,827,Yes,293
267,267_1,1369,No,0
267,267_1,1408,Yes,229
267,267_1,2001,Yes,65
267,267_1,1103,Yes,10
267,267_1,2032,Yes,128
267,267_2,695,Yes,26
267,267_2,1362,Yes,188
267,267_2,2190,Yes,240
267,267_2,1875,Yes,203
267,267_2,2660,No,0
267,267_2,1775,Yes,253
267,267_2,541,Yes,31
267,267_2,1277,Yes,171
267,267_3,2445,Yes,118
267,267_3,1612,Yes,251
267,267_3,2778,Yes,126
267,267_3,2085,Yes,8
268,268_1,1934,Yes,90
268,268_1,425,Yes,5
268,268_1,120,Yes,140
268,268_1,2778,Yes,33
268,268_1,347,Yes,198
268,268_2,976,Yes,47
268,268_2,2327,No,0
268,268_2,2534,Yes,254
268,268_3,701,Yes,9
268,268_3,2221,Yes,95
268,268_3,1841,Yes,73
268,268_3,692,Yes,79
268,268_3,992,Yes,231
268,268_3,1202,Yes,259
268,268_3,704,Yes,35
268,268_3,1252,Yes,215
268,268_3,1820,Yes,110
268,268_4,1731,No,0
268,268_4,1361,Yes,88
268,268_4,618,Yes,221
268,268_4,330,No,0
268,268_4,2425,Yes,49
268,268_4,2443,Yes,298
268,268_4,2750,Yes,99
268,268_5,2462,Yes,230
268,268_5,2074,Yes,179
268,268_5,985,Yes,147
268,268_5,885,Yes,153
269,269_1,611,Yes,258
269,269_1,2772,Yes,23
269,269_1,1770,Yes,215
269,269_1,2654,No,0
269,269_1,1,No,0
269,269_2,488,Yes,57
269,269_3,2825,Yes,91
269,269_3,1955,No,0
269,269_3,836,Yes,198
269,269_3,1294,Yes,280
269,269_3,2459,No,0
269,269_3,469,Yes,277
269,269_4,946,No,0
269,269_4,100,Yes,117
269,269_5,523,Yes,81
270,270_1,1872,Yes,87
270,270_1,90,Yes,127
270,270_1,2631,Yes,200
270,270_1,1932,Yes,259
270,270_2,1305,Yes,204
270,270_2,1063,Yes,5
270,270_2,824,Yes,247
270,270_2,2534,Yes,56
270,270_2,2278,Yes,94
270,270_2,2395,Yes,241
271,271_1,1828,No,0
271,271_1,1463,Yes,241
271,271_1,1879,Yes,189
271,271_1,57,Yes,244
271,271_1,2882,Yes,138
271,271_1,2632,Yes,284
271,271_1,61,Yes,201
271,271_1,2660,No,0
271,271_1,1188,No,0
271,271_2,267,Yes,60
271,271_2,2417,No,0
272,272_1,2114,Yes,200
272,272_1,488,Yes,272
272,272_1,1,Yes,33
272,272_1,1436,Yes,36
272,272_1,576,No,0
272,272_1,2557,Yes,25
272,272_1,583,Yes,253
272,272_1,298,Yes,94
272,272_1,2548,Yes,9
272,272_2,2587,Yes,66
272,272_2,596,Yes,120
272,272_2,1766,Yes,31
272,272_2,1063,Yes,290
272,272_2,854,Yes,76
272,272_2,41,Yes,21
272,272_2,2663,Yes,299
272,272_2,606,Yes,204
272,272_3,1686,Yes,285
272,272_3,2525,No,0
272,272_3,1279,Yes,298
272,272_3,1918,No,0
273,273_1,2407,Yes,177
273,273_1,1812,Yes,43
273,273_1,1680,Yes,205
273,273_1,1166,Yes,48
273,273_1,484,Yes,36
273,273_1,1702,Yes,243
273,273_1,676,Yes,166
273,273_1,1299,Yes,1
273,273_1,368,Yes,63
273,273_1,1212,Yes,3
274,274_1,446,No,0
274,274_1,498,Yes,53
274,274_1,378,No,0
274,274_1,830,Yes,17
274,274_1,2614,Yes,200
274,274_1,49,Yes,106
274,274_1,41,Yes,70
274,274_2,2550,No,0
274,274_2,1805,Yes,237
274,274_2,1864,Yes,14
274,274_2,2146,Yes,196
274,274_2,1887,No,0
274,274_2,1237,Yes,266
274,274_2,1300,No,0
274,274_3,2726,Yes,263
274,274_3,2822,Yes,259
274,274_3,47,Yes,157
274,274_3,1172,Yes,7
274,274_3,387,Yes,9
274,274_3,2811,Yes,187
274,274_3,1123,Yes,144
274,274_3,1255,Yes,176
274,274_3,2290,No,0
275,275_1,2526,Yes,31
275,275_1,395,No,0
275,275_1,2847,Yes,191
275,275_2,950,Yes,216
275,275_2,2871,Yes,9
275,275_2,2381,Yes,161
275,275_2,1750,Yes,116
275,275_2,953,Yes,148
275,275_2,1300,Yes,279
275,275_2,1116,Yes,270
275,275_2,824,Yes,196
275,275_2,1820,Yes,158
275,275_3,2190,No,0
275,275_3,1274,Yes,147
275,275_3,697,Yes,189
275,275_3,1152,Yes,293
275,275_3,1004,Yes,48
275,275_3,1924,Yes,62
275,275_3,946,Yes,243
275,275_3,1816,No,0
275,275_3,1411,Yes,69
275,275_4,683,Yes,152
275,275_4,1027,No,0
275,275_4,1736,Yes,122
275,275_4,2258,Yes,240
275,275_4,1593,Yes,40
275,275_5,48,Yes,219
275,275_5,1391,Yes,254
275,275_5,61,Yes,33
276,276_1,1351,Yes,48
276,276_1,797,Yes,82
276,276_1,1405,Yes,242
276,276_1,2099,No,0
276,276_1,1847,No,0
276,276_2,2283,Yes,175
276,276_2,720,Yes,172
277,277_1,304,Yes,215
277,277_1,2162,Yes,82
277,277_1,766,Yes,99
277,277_1,1761,Yes,11
277,277_1,1822,Yes,124
277,277_1,2327,Yes,290
277,277_1,2812,Yes,175
277,277_1,2187,Yes,59
277,277_2,341,Yes,218
277,277_2,615,Yes,273
277,277_2,2235,No,0
277,277_2,2520,No,0
277,277_3,2244,Yes,300
277,277_3,2254,Yes,212
277,277_3,653,Yes,22
277,277_3,1549,No,0
278,278_1,1881,Yes,191
278,278_1,1605,Yes,289
278,278_1,2610,Yes,135
278,278_2,1959,Yes,230
278,278_2,1305,No,0
278,278_2,2008,Yes,253
278,278_2,849,Yes,266
279,279_1,2077,Yes,251
279,279_1,182,Yes,195
279,279_1,1512,Yes,76
279,279_1,749,Yes,286
279,279_1,236,Yes,145
279,279_1,956,Yes,94
279,279_1,10,Yes,156
279,279_2,965,Yes,229
279,279_3,1092,Yes,36
279,279_3,773,Yes,251
279,279_3,2609,Yes,102
279,279_4,2754,Yes,57
279,279_4,50,Yes,249
279,279_4,1038,Yes,1
279,279_4,1887,Yes,281
279,279_4,2012,Yes,94
279,279_4,2469,Yes,154
279,279_4,70,Yes,38
279,279_5,2611,Yes,278
279,279_5,1833,No,0
279,279_5,704,Yes,92
279,279_5,1694,No,0
279,279_5,1106,Yes,278
279,279_5,1649,Yes,75
279,279_5,1048,Yes,230
280,280_1,1446,Yes,41
280,280_1,180,No,0
280,280_2,1558,No,0
280,280_2,617,Yes,85
280,280_2,1055,Yes,217
280,280_2,167,Yes,22
280,280_2,2223,Yes,288
280,280_2,612,No,0
280,280_2,1232,Yes,280
280,280_3,1166,Yes,135
280,280_3,801,Yes,258
280,280_3,2582,Yes,32
280,280_3,1348,Yes,67
280,280_4,2222,Yes,82
280,280_4,107,Yes,39
280,280_4,963,Yes,157
280,280_4,1042,No,0
280,280_5,1623,Yes,106
280,280_5,810,Yes,131
281,281_1,2847,Yes,55
281,281_2,2744,Yes,170
281,281_2,1116,Yes,11
281,281_2,2485,Yes,214
281,281_2,646,Yes,242
281,281_2,627,Yes,263
281,281_3,2185,Yes,40
281,281_3,752,Yes,233
281,281_3,671,Yes,131
281,281_3,649,No,0
281,281_3,2100,No,0
281,281_3,2323,No,0
281,281_3,2432,No,0
281,281_3,654,Yes,35
281,281_3,1676,Yes,3
281,281_4,1274,Yes,8
281,281_4,2356,Yes,64
282,282_1,1822,Yes,36
282,282_1,1167,Yes,35
282,282_1,2699,Yes,86
282,282_1,684,Yes,215
282,282_1,1275,Yes,204
282,282_1,2806,Yes,217
282,282_1,2748,No,0
282,282_1,785,No,0
282,282_1,2415,Yes,67
282,282_1,2564,Yes,198
282,282_2,1874,Yes,203
282,282_3,1319,Yes,288
282,282_3,475,Yes,107
282,282_3,1671,No,0
282,282_3,1547,Yes,154
282,282_4,2898,Yes,34
282,282_4,1926,No,0
282,282_4,29,Yes,97
282,282_4,2866,Yes,193
282,282_4,2157,Yes,210
282,282_4,1304,No,0
282,282_4,1434,Yes,127
282,282_4,1500,Yes,49
282,282_4,2440,Yes,207
283,283_1,1511,Yes,87
283,283_1,736,Yes,251
283,283_2,487,Yes,38
283,283_2,1411,No,0
283,283_2,1905,Yes,234
283,283_2,111,Yes,168
283,283_2,360,Yes,146
283,283_2,406,No,0
283,283_2,2875,Yes,237
283,283_2,1661,Yes,255
283,283_2,2857,Yes,237
283,283_2,1850,Yes,279
283,283_3,1364,Yes,5
283,283_3,458,Yes,294
283,283_3,365,No,0
283,283_3,769,Yes,180
283,283_3,250,Yes,157
283,283_3,1681,Yes,36
283,283_3,1665,Yes,236
283,283_3,2846,Yes,45
283,283_3,2353,Yes,291
283,283_4,750,Yes,244
283,283_4,2642,Yes,107
283,283_4,1676,No,0
283,283_4,1886,Yes,259
284,284_1,1177,Yes,9
284,284_2,1249,Yes,110
284,284_2,577,Yes,208
284,284_2,1432,Yes,216
284,284_2,250,Yes,75
284,284_2,643,Yes,166
284,284_2,2175,Yes,298
284,284_2,2094,Yes,8
284,284_2,2486,Yes,257
284,284_2,139,Yes,79
284,284_2,569,No,0
285,285_1,946,Yes,96
285,285_1,2396,No,0
285,285_1,1611,Yes,117
285,285_1,1788,Yes,209
285,285_1,2465,No,0
285,285_1,443,Yes,109
285,285_1,736,Yes,152
285,285_1,1090,No,0
285,285_1,1009,No,0
285,285_1,764,Yes,236
285,285_2,1694,Yes,215
285,285_2,248,No,0
285,285_2,928,Yes,244
285,285_2,228,Yes,52
285,285_2,1417,Yes,264
285,285_2,119,Yes,147
285,285_2,1612,Yes,86
285,285_2,2054,Yes,35
285,285_2,2226,No,0
285,285_3,2427,Yes,79
285,285_3,1618,Yes,210
285,285_3,1360,No,0
285,285_3,2008,No,0
285,285_3,700,Yes,130
285,285_3,2,Yes,239
285,285_3,1657,Yes,107
285,285_3,756,Yes,69
285,285_4,725,No,0
285,285_4,21,No,0
285,285_4,2699,Yes,36
285,285_4,2782,Yes,237
285,285_4,1302,Yes,86
285,285_4,54,Yes,8
285,285_4,2292,No,0
285,285_4,2488,Yes,17
285,285_4,622,Yes,145
286,286_1,1524,Yes,288
286,286_1,1613,Yes,20
286,286_1,2280,Yes,169
286,286_1,940,Yes,282
286,286_1,415,Yes,182
286,286_1,1186,Yes,47
286,286_2,186,Yes,101
286,286_2,65,No,0
286,286_2,2822,Yes,261
286,286_2,1699,Yes,4
286,286_2,169,Yes,237
286,286_3,1106,No,0
286,286_3,992,Yes,16
286,286_3,2198,Yes,262
286,286_3,44,Yes,255
286,286_3,1777,Yes,204
286,286_3,1064,Yes,155
286,286_3,57,Yes,127
286,286_3,1961,Yes,247
286,286_3,1575,No,0
287,287_1,914,Yes,57
287,287_1,367,Yes,213
287,287_1,1188,Yes,195
287,287_1,540,Yes,292
287,287_1,1335,Yes,155
287,287_1,164,No,0
287,287_1,2311,Yes,55
287,287_1,2734,No,0
287,287_2,1266,Yes,267
287,287_2,1594,Yes,148
287,287_2,2101,Yes,214
287,287_2,2516,Yes,15
287,287_3,1665,Yes,192
287,287_3,1475,Yes,125
287,287_3,2347,No,0
287,287_3,1020,Yes,222
287,287_3,1414,Yes,48
287,287_3,2434,Yes,266
287,287_4,1669,No,0
287,287_4,1875,Yes,250
287,287_4,1660,Yes,168
287,287_4,441,Yes,152
287,287_4,30,No,0
287,287_4,92,Yes,122
287,287_4,1916,Yes,27
288,288_1,2848,Yes,165
288,288_1,2142,No,0
288,288_1,519,Yes,50
288,288_1,47,Yes,284
288,288_1,1198,No,0
288,288_1,1974,Yes,26
288,288_1,550,Yes,251
288,288_1,2796,No,0
288,288_2,593,Yes,79
288,288_2,834,No,0
288,288_3,1075,No,0
288,288_3,1777,Yes,217
288,288_3,1348,Yes,196
288,288_3,1389,Yes,285
288,288_3,280,Yes,195
288,288_3,2355,Yes,110
288,288_3,845,No,0
288,288_3,711,No,0
288,288_3,2554,Yes,87
289,289_1,500,Yes,113
289,289_1,1609,Yes,279
289,289_1,1608,Yes,38
289,289_1,215,Yes,153
289,289_1,2641,Yes,273
289,289_1,709,Yes,263
289,289_1,544,No,0
289,289_1,2731,Yes,292
289,289_1,1709,Yes,112
289,289_2,2016,Yes,285
289,289_2,2638,No,0
289,289_2,2149,Yes,193
289,289_2,287,Yes,40
289,289_2,905,Yes,198
289,289_2,1650,Yes,216
289,289_3,508,No,0
289,289_3,1128,Yes,1
289,289_3,2187,Yes,260
289,289_3,2229,Yes,200
290,290_1,1693,Yes,257
290,290_1,226,No,0
290,290_1,519,Yes,277
290,290_1,2016,Yes,69
290,290_1,2167,Yes,124
290,290_1,2056,Yes,288
290,290_1,2524,No,0
291,291_1,2534,Yes,127
291,291_1,2719,No,0
291,291_1,695,No,0
291,291_2,471,Yes,204
291,291_2,1448,Yes,138
291,291_2,940,Yes,103
291,291_3,1901,Yes,227
291,291_3,326,Yes,35
291,291_3,2104,Yes,106
291,291_4,1874,Yes,177
291,291_4,588,Yes,54
291,291_4,126,No,0
291,291_5,846,Yes,59
291,291_5,2166,Yes,106
292,292_1,1037,Yes,80
292,292_1,802,No,0
292,292_1,1981,Yes,230
292,292_1,224,Yes,6
292,292_1,2280,Yes,262
292,292_1,2578,Yes,165
292,292_1,1672,Yes,93
292,292_1,137,Yes,105
292,292_1,1512,Yes,22
292,292_1,493,Yes,90
292,292_2,397,Yes,291
293,293_1,821,Yes,279
293,293_1,2761,Yes,87
293,293_1,2318,Yes,58
293,293_1,2303,Yes,168
293,293_1,71,Yes,241
293,293_1,537,Yes,226
293,293_1,989,Yes,270
293,293_2,1719,Yes,92
293,293_3,2032,Yes,217
293,293_3,2453,Yes,69
293,293_3,2192,Yes,11
293,293_3,657,Yes,167
293,293_3,1009,Yes,295
293,293_3,2584,Yes,244
294,294_1,965,No,0
294,294_2,1055,Yes,112
294,294_2,2123,Yes,55
294,294_2,1120,Yes,118
294,294_2,2463,Yes,55
294,294_2,412,No,0
294,294_2,905,Yes,62
294,294_2,745,Yes,113
294,294_2,919,Yes,246
294,294_2,710,Yes,138
294,294_2,549,Yes,11
294,294_3,556,Yes,53
294,294_3,1812,Yes,220
294,294_3,1739,Yes,220
295,295_1,1100,Yes,176
295,295_1,857,Yes,86
295,295_1,1943,Yes,177
295,295_1,186,Yes,178
295,295_1,2491,Yes,109
296,296_1,1679,Yes,45
296,296_2,774,Yes,217
296,296_2,651,Yes,141
296,296_2,645,Yes,199
296,296_2,900,Yes,269
296,296_2,1396,Yes,64
296,296_2,768,Yes,33
296,296_2,2602,Yes,166
296,296_2,339,Yes,42
296,296_2,2323,Yes,155
296,296_3,1251,Yes,19
296,296_3,1703,No,0
296,296_3,1717,Yes,205
296,296_4,1657,No,0
296,296_4,2342,Yes,56
296,296_4,817,No,0
296,296_4,447,Yes,126
296,296_4,507,Yes,51
296,296_4,2463,Yes,288
297,297_1,310,No,0
297,297_2,1721,Yes,87
297,297_2,2046,No,0
297,297_2,2810,Yes,157
297,297_2,2030,Yes,22
297,297_2,2609,Yes,19
297,297_2,169,Yes,1
297,297_2,2846,No,0
297,297_2,2647,No,0
297,297_2,861,Yes,250
298,298_1,1948,No,0
298,298_1,1607,Yes,100
298,298_1,2208,Yes,22
298,298_1,1374,Yes,148
298,298_1,1846,Yes,192
298,298_1,2859,Yes,42
298,298_2,1960,Yes,56
298,298_2,2396,No,0
298,298_2,1152,Yes,43
298,298_2,525,Yes,103
298,298_2,2546,Yes,254
298,298_2,2509,Yes,163
298,298_3,1560,Yes,284
298,298_3,1083,Yes,10
298,298_3,2747,Yes,142
298,298_3,2844,Yes,4
298,298_4,1818,Yes,97
299,299_1,979,Yes,274
299,299_1,549,No,0
299,299_1,465,Yes,272
299,299_1,2040,Yes,254
299,299_2,777,Yes,104
299,299_2,754,Yes,120
299,299_2,2871,Yes,161
299,299_2,2131,Yes,212
299,299_2,1387,No,0
299,299_2,1431,Yes,106
299,299_2,373,No,0
299,299_2,716,Yes,19
299,299_2,1230,Yes,251
299,299_2,2808,Yes,18
299,299_3,1326,Yes,186
299,299_3,1364,No,0
299,299_3,1933,Yes,294
299,299_3,979,Yes,148
299,299_3,2440,Yes,165
299,299_3,2602,Yes,39
299,299_3,1293,No,0
299,299_3,91,Yes,263
299,299_3,1202,Yes,106
299,299_4,212,Yes,64
299,299_4,1173,Yes,26
299,299_4,2345,No,0
299,299_5,385,Yes,177
299,299_5,770,Yes,221
299,299_5,742,No,0
299,299_5,178,No,0
299,299_5,2260,Yes,24
299,299_5,54,Yes,147
299,299_5,1225,No,0
299,299_5,2069,Yes,147
299,299_5,344,Yes,226
299,299_5,1302,Yes,155
300,300_1,1792,No,0
300,300_1,873,Yes,172
300,300_1,1575,Yes,27
300,300_1,2488,Yes,44
300,300_1,307,Yes,79
301,301_1,2689,Yes,9
301,301_1,1651,No,0
301,301_1,2311,Yes,31
301,301_2,2201,Yes,127
301,301_3,806,No,0
301,301_3,1356,Yes,258
301,301_3,1604,Yes,121
301,301_3,134,Yes,223
301,301_3,1105,Yes,293
301,301_3,858,Yes,253
301,301_3,607,Yes,143
301,301_3,976,No,0
301,301_4,1893,Yes,172
301,301_4,2310,No,0
301,301_4,2894,No,0
301,301_4,552,Yes,48
302,302_1,451,Yes,182
302,302_1,1314,No,0
302,302_1,2714,Yes,234
302,302_1,1880,Yes,240
302,302_1,1862,Yes,146
302,302_1,1667,No,0
302,302_1,1849,No,0
303,303_1,2345,Yes,10
303,303_1,216,Yes,101
303,303_1,2198,No,0
304,304_1,1672,Yes,124
304,304_1,1432,Yes,212
304,304_1,1369,No,0
304,304_1,462,Yes,295
304,304_1,1027,Yes,9
304,304_2,700,Yes,298
304,304_2,278,Yes,53
304,304_2,1677,Yes,244
304,304_2,1639,Yes,255
304,304_2,2097,No,0
304,304_2,1770,Yes,46
304,304_2,2525,No,0
304,304_2,173,No,0
304,304_2,2547,Yes,186
304,304_2,2091,No,0
304,304_3,2618,No,0
304,304_3,1827,No,0
304,304_3,2000,Yes,95
304,304_3,2455,Yes,58
304,304_3,2143,Yes,278
304,304_3,876,Yes,278
304,304_3,2494,Yes,285
304,304_4,2109,Yes,66
304,304_4,1940,No,0
304,304_4,937,No,0
304,304_4,366,Yes,17
304,304_4,754,Yes,144
304,304_4,782,Yes,128
304,304_4,1022,Yes,280
304,304_4,486,Yes,167
304,304_4,1080,Yes,168
305,305_1,1442,Yes,226
305,305_1,2669,Yes,179
305,305_1,1321,No,0
305,305_1,162,No,0
305,305_1,1369,No,0
305,305_1,2440,No,0
305,305_1,1357,Yes,234
305,305_1,843,No,0
305,305_2,144,Yes,48
305,305_2,1050,Yes,200
305,305_2,2183,Yes,189
305,305_2,2757,Yes,252
305,305_2,1718,No,0
305,305_2,1237,Yes,161
305,305_2,2207,Yes,11
305,305_2,523,No,0
305,305_3,2602,Yes,237
305,305_3,1481,Yes,96
305,305_3,2174,Yes,83
305,305_3,1120,No,0
306,306_1,1833,No,0
306,306_1,74,Yes,104
306,306_1,2598,Yes,31
306,306_1,2813,Yes,91
306,306_1,2005,Yes,264
306,306_1,1605,Yes,212
306,306_1,2869,No,0
306,306_1,1007,Yes,197
306,306_1,1976,Yes,96
306,306_2,2606,Yes,129
306,306_2,2242,Yes,135
306,306_2,1859,Yes,263
306,306_2,87,Yes,143
306,306_2,316,Yes,12
306,306_2,1151,Yes,6
306,306_2,510,Yes,5
306,306_2,2632,Yes,241
